Sample File,C:\Users\Marduk\Documents\SMPS_data\r20161122_SMPS.6.7.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3775 Low Flow
Gas Viscosity (kg/(m*s)),1.822e-005
Mean Free Path (m),6.642e-008
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
2229,11/26/16,12:11:51,,390.715,386.026,426.236,295.868,412.162,357.388,271.627,518.936,337.099,713.32,592.165,822.203,513.762,806.561,779.74,930.172,1039.42,854.322,821.928,923.94,960.854,1068.25,1189.82,1200.89,1291.81,1367.96,988.863,1326.43,1056.78,1039.66,1406.71,1198.82,1363.05,1469.5,1649.85,1245.3,1354.94,1523.93,1572.29,1111.6,1511.6,1570.43,1316.93,883.416,1226.13,1029.81,1354.08,1414.41,1165.54,1148.27,1214.45,1199.19,1088.13,1177.01,1463.48,920.57,1331.87,987.015,978.316,938.765,1085.33,977.489,952.42,777.155,904.133,781.1,553.234,656.497,397.34,538.81,503.974,390.916,326.692,397.484,297.64,323.66,244.995,263.632,83.3937,117.702,92.4537,53.7553,0,0,0,57.7671,0,29.8987,0,30.9892,0,32.1635,32.6581,0,0,34.5198,35.0913,0,0,73.2117,0,37.9179,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,86.2656,110.018,87.8076,73.6525,1.95683,1134.13,
2230,11/26/16,12:14:21,,1848.52,2072.51,1902.79,2187.07,2371.45,2650.58,2521.58,3474.85,3533.45,3443.21,3638.84,3867.24,4122.92,4331.33,4171.16,4129.31,4581.41,4485.71,3831.63,4968.85,4900.68,4905.39,4428.68,4698.26,4171.38,3769.74,3813.38,3695.16,3265.52,3346.01,3147.73,2363.91,2634.27,2488.16,2759.92,2279.78,2323.53,2438.72,2917.09,2676.33,2942.25,2921.22,3215.33,3235.21,2956.08,2600.95,3271.41,2896.03,2795,2851.4,3221.88,2939.89,2845.09,2743.12,3074.74,2349.63,2817.36,2365.74,2341.72,2368.09,2389.26,2649.14,2390.33,2166.56,2023.02,2276.96,1956.39,2029.5,1817.42,1437.42,1640.28,1241.85,1360.67,921.311,884.027,861.567,920.844,646.589,482.131,409.374,381.992,392.749,442.957,282.422,189.225,126.07,166.155,179.392,61.0886,87.8435,117.81,13.4803,65.3161,33.1684,33.9668,34.5198,0,35.6823,0,0,0,0,38.2592,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,65.2226,99.4814,74.1276,42.9351,2.11962,3517.14,
2231,11/26/16,12:16:51,,1010.15,774.014,628.1,805.413,927.87,1140.02,1262.92,1945.25,2161.13,2476.76,2675.71,2796.36,2864.18,3472.68,3823.72,3401.22,3937.25,4011.58,4167.44,4368.96,4301.7,4760.22,4855.7,4967.59,5171.05,4000.15,4614.47,4932.9,4263.27,3944.42,4081.8,3956.54,4338.64,4284.17,3919.08,4202.07,3801.55,3686.18,3793.06,3760.7,3678.19,3385.14,3412.5,3408.08,2837.23,3470.74,3517.23,2867.36,2953.75,2842.9,2838.88,2481.03,2974.54,2942.12,2229.72,2185.02,1980.44,2015.01,2014.71,1583.75,1492.38,1616.35,1109.15,1377.69,1102.65,1024.49,1055.28,761.54,762.448,769.658,659.25,478.932,329.137,573.216,368.007,283.928,280.852,175.955,76.7657,131.174,52.1857,107.511,27.3965,83.8083,134.037,65.4147,58.9699,59.7975,30.5443,0,31.4475,41.2295,23.4527,0,33.9668,0,0,71.3646,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,67.3715,87.1978,71.4996,51.397,1.8419,3205.54,
2232,11/26/16,12:19:21,,1634.68,1509.76,1680.04,2284.75,2123.31,2889.08,3748.18,3505.95,3259.51,3691.5,4248.17,4863.69,4098.02,4220.62,4972.93,5208.67,4602.57,5104.04,4743.01,4895.54,5063.27,4629.42,5007.58,4320.79,4916.52,4605.36,4277.04,4290.72,3863.43,3624.78,4186.47,3758.91,3411.07,3870.9,3683.92,3766.37,4002.17,3768.79,3886.38,4349.21,3349,3447.16,3213.25,3036.11,3245.2,3097.7,3028.72,3205.31,2709.4,3606.9,3328.38,3176.01,2539.41,3107.49,2913.62,2546.87,2449.21,3013.11,2820.87,2381.97,2273.48,2335.63,2441.37,2219.66,2295.81,2427.89,2377.78,1923.06,1858.34,2021.36,1485.06,1172.67,1353.88,1080.04,1024.11,504.176,918.649,596.316,584.485,448.018,549.891,373.025,358.73,310.358,181.73,249.252,204.731,110.376,0,123.957,62.895,0,65.3161,0,33.9668,34.5198,0,0,0,36.6058,0,0,0,0,39.3252,39.693,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,67.0881,97.424,73.7072,37.1803,2.06906,3920.3,
2233,11/26/16,12:21:51,,1354.33,1151.52,1325.37,1588.31,1441.72,1537.3,1728.57,2089.78,2651.52,2712.96,2476.87,2649.28,3871.58,4200.43,4052.79,4315.92,4497.4,3997.39,3477.87,3754.1,3438.41,2986.14,2887.33,2219.32,1896.74,2110.52,2016.35,1933.75,2038.11,1724.77,1741.07,1361.15,1599.46,1361.03,1473.94,1355.87,1498.88,1619.44,1641,1627.88,1504.9,1392.22,1398.06,1275.38,1658.97,1654.96,1511.29,1025.52,1144.94,1153.04,1318.22,1490.15,1505.26,1550.04,1099.17,1037.1,1375.69,1252.51,1128.17,1182.18,1098.39,1253.52,1164.91,968.523,1184.33,1050.91,1330.31,1054.37,810.413,881.196,890.26,774.305,681.205,837.914,689.655,908.045,698.5,652.947,563.037,509.388,488.169,149.85,252.201,142.741,160.918,57.7671,88.4548,29.8987,91.6329,30.9892,31.4475,32.1635,130.632,66.3367,33.9668,69.0396,0,0,0,36.6058,0,0,0,0,0,39.693,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,53.8794,94.3566,67.6567,38.5423,2.16369,2187.48,
2234,11/26/16,12:24:21,,1143.78,1400.62,1161.7,1027.6,1111.65,1472.32,2057.58,1625.92,1924.68,2131.17,1804.7,2369.89,2180.94,1805.26,1867.61,1670.76,1279.5,1766.21,1434.99,1609.24,1338.67,1042.96,1357.6,1533.72,1435.79,1389.8,1247.43,1410.55,1419.08,1602.56,1471.11,1547.02,1402.97,1195.57,1642.43,1300.49,1174.61,1422.79,1189.62,1103.77,1435.04,1312.39,1141.85,1408.52,1225.79,1555.77,1366.94,1389.94,1484.03,1247.38,1223.62,1408.05,1544.58,1112.57,1350.78,1354.35,1045.28,1346.64,1477.4,1113.03,1174.73,919.558,1052.77,828.348,1063.51,874.977,753.911,835.45,574,465.93,556.911,342.872,356.093,183.793,270.315,187.936,305.697,68.8984,57.8052,26.0575,132.722,108.51,114.199,106.001,0,28.8835,88.4548,119.595,0,30.9892,0,0,32.6581,66.3367,0,0,0,35.6823,0,0,0,0,0,0,39.3252,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,66.6641,93.9235,70.718,32.1968,2.10285,1537.84,
2235,11/26/16,12:26:51,,272.131,271.64,281.478,320.301,247.978,477.068,458.219,419.015,591.04,416.124,568.929,702.457,597.271,962.534,556.523,893.564,1064.01,908.6,1212.91,700.494,895.69,1154.62,1217.34,1293.57,1052.33,1014.24,1089.4,1176.96,1227.51,1264.9,1070.27,1314.62,1435.53,1252.61,1158.23,1608.18,1112.49,1460.97,1632.04,1436.88,1544.71,1269.4,1516.64,1354.82,1600.78,1356.23,1468.73,1471.81,1224.29,1477.41,1491.23,1336.73,1481.03,1256.65,1175.48,1207.4,1067.8,1060.58,884.776,1272.63,946.048,1034.38,1040.28,824.774,665.663,965.212,514.014,276.444,574,715.823,450.735,429.074,368.92,289.759,144.05,341.875,186.487,275.9,119.751,166.487,65.0064,107.511,54.793,27.9361,28.3065,115.534,38.5759,20.6802,30.5443,0,62.895,0,0,0,0,0,35.0913,0,0,0,37.2502,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,90.5096,110.873,89.518,85.0526,1.93054,1160.37,
2236,11/26/16,12:29:21,,121.885,226.366,262.984,242.556,426.293,753.014,396.022,500.765,453.047,574.907,888.757,1028.04,873.836,622.757,991.196,1048.03,918.046,818.762,895.589,1021.68,1348.4,938.88,1120.45,893.253,1136.71,1187.29,1400.18,1192.35,1296.81,1295.93,1718.64,1165.29,1326.04,1028,998.987,1295.89,1290.09,1432.44,1402.12,1363.71,1320.42,1509.12,1501.64,1686.7,1463.94,1510.07,1182.8,1569,1245.96,1528.76,1198.31,1282.2,1461.16,1348.85,1674.73,1364.96,1312.9,1313.51,1180.03,999.62,1016.49,1024.34,843.223,1065.61,971.962,1152.79,874.381,935.777,495.528,407.33,469.831,450.277,339.373,387.52,503.164,161.83,206.315,225.321,111.558,187.442,113.908,58.9094,54.793,111.744,113.226,57.7671,0,29.8987,30.5443,0,62.895,0,0,0,0,0,0,22.1659,13.6306,36.6058,0,0,0,26.4304,12.65,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,92.69,113.254,90.528,63.7804,1.96343,1220.72,
2237,11/26/16,12:31:51,,121.885,135.82,412.97,235.768,247.978,330.218,593.075,528.571,561.073,348.253,691.32,828.498,710.967,1097.16,623.328,692.969,1040.7,1267.41,951.715,951.458,922.513,1101.97,1389.26,842.085,1151.62,716.602,1077.32,1042.42,1315.86,1124.03,1170.76,1149.05,1281.24,1232.87,1200.82,1104.92,1182.2,1136.67,1156.01,1381.47,912.965,1459.96,1297.73,1354.82,1304.1,1215.24,1200.69,1210.84,1338.84,1404.68,1389.94,1387.47,1377.36,1329.14,1344.6,1227.23,1041.16,944.547,912.816,1024.07,903.248,1068.96,1116.24,777.729,846.836,987.226,784.091,594.255,868.174,399.925,507.736,321.707,270.888,341.936,267.408,191.984,136.796,188.376,102.354,104.23,101.087,58.9094,33.0286,78.0654,0,28.8835,0,29.8987,30.5443,0,62.895,64.327,63.3297,2.01747,0,0,5.64341,29.9439,0,0,0,0,0,0,39.3252,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,91.6483,112.135,89.7328,94.7464,1.95822,1111.52,
2238,11/26/16,12:34:21,,222.067,196.621,258.961,284.823,215.956,359.042,372.628,566.011,415.157,501.692,663.118,1017.46,608.214,848.897,1049.89,866.481,694.18,1182.19,964.062,829.28,976.16,1022.99,1414.95,1028.89,1374.43,1248.02,1031.79,1152.94,1037.91,913.001,1052.84,1160.92,1544.76,1231.1,1045.28,1211.38,1114.69,1340.63,1442.07,1081.76,1253.63,1201.47,1364.56,1474.07,1047.31,1318.12,1084.82,1484.34,1270.64,1333.23,1326.56,1195.23,1381.61,1477.2,1391.75,1214.49,1228.6,1216.22,1432.7,1484.04,1538.01,1499.79,1145.86,1424.35,1252.23,1538.46,1464.17,1463.2,1250.67,1272.41,825.872,1051.87,913.743,865.614,632.746,566.17,797.882,602.674,293.983,483.268,246.629,195.297,250.163,385.363,180.245,133.8,88.4548,59.7975,123.447,122.668,157.237,0,97.9742,18.385,49.106,0,35.0913,0,0,0,0,0,0,0,0,39.693,40.4531,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,109.064,137.879,106.033,68.539,2.09908,1325.48,
2239,11/26/16,12:36:51,,2731.92,3362.9,3060.89,3121.2,2678.36,3514.65,4397.39,4069.47,4307.92,5049.39,4311.17,5326.66,4575.75,4857.19,6015.25,5755.01,5769.34,6367.29,6271.35,6094.22,6290.71,5384.42,5102.7,5668.72,5426.76,5750.84,5300.73,5297.73,4614.79,4551.87,4679.65,4569.65,4368.96,4145.78,3714.52,4107.7,3659.02,3324.61,3295.94,2754.64,2649.94,2478.6,2591.19,1996.23,2107.98,1914.39,1399.77,2184.68,1781.96,1635.26,1497.53,1484.33,1305.69,1341.74,1580,1251.66,1341.38,1432.08,1334.76,1087.61,1235.2,1034.38,1081.82,1135.7,1064.76,932.196,678.585,654.618,607.672,428.207,662.891,239.565,584.884,348.68,353.538,165.878,254.74,119.325,204.708,169.817,172.087,189.143,114.199,78.0654,28.3065,86.6506,29.4849,35.8794,54.9789,92.9676,94.3425,32.1635,32.6581,0,67.9337,0,35.0913,0,0,0,0,0,15.8402,22.8321,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,51.0028,70.9143,56.5677,39.9542,1.86101,3612.24,
2240,11/26/16,12:39:21,,2940.68,2956.54,2541.34,2658.61,3147.92,2879.67,3519.75,3969.78,4051.7,4472.83,4388.33,5023.28,5368.83,5146.61,5556.45,5124.65,5327.31,5186.68,5669.01,4659.99,5392.58,4018.33,4438.83,3868.33,3835.85,4204.38,3700.42,4677.47,4073.85,4262.52,4647.91,4599.85,4452.57,4093.5,3956.18,3364.5,3881.41,3940.97,3705.84,3774.88,2935.83,3825.61,3636.62,3425.36,3348.51,3154.38,3493.31,3198.23,3320.64,3121.69,3513.19,3224.35,3398.42,3233.65,3208.96,3177.83,2956.21,3004,2760.29,2610.02,2761.72,2332.7,2463.3,2994.78,2268.53,2087.02,1908.38,1886.98,1410.99,1525.4,1212.22,1597.65,1029.22,1193.48,1064.9,793.368,809.475,897.058,572.152,421.96,506.983,359.718,306.994,161.874,162.344,267.599,294.849,179.392,30.5443,61.9784,31.4475,96.4905,63.3297,35.1858,0,0,35.0913,22.1659,49.6142,0,0,0,0,0,39.3252,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,65.6062,95.1273,71.5503,41.4178,2.08687,4155.68,
2241,11/26/16,12:41:51,,561.15,456.889,270.611,580.502,615.69,478.723,295.021,683.568,563.349,835.815,814.085,823.252,773.031,804.015,659.988,870.937,670.157,1036.39,1091.08,1196.03,1190.25,1274.94,1322.08,1311.75,1080.5,1224.99,1797.68,1338,1393.85,1288.53,1267.2,1463.52,1462.94,1529.46,1467.47,1202.08,1297.22,1523.43,1639.9,1506.25,1578.48,1968.63,1832.99,1837.58,1980.66,2075.06,2162.72,2132.84,2243.21,2258.11,2832.57,2454.08,2547.72,2529.02,2598.93,2829.08,2328.56,2606.31,2388.63,2009.25,2406.12,2397.01,2440.73,2137.67,2284.7,1851.02,1939.54,1704.14,1660.03,1515.27,1265.44,1111.23,1024.75,949.155,930.748,635.853,722.417,483.349,580.345,348.004,347.717,305.962,142.615,106.001,77.4245,209.832,88.4548,29.8987,122.177,92.9676,0,0,63.3297,68.3542,0,34.5198,0,0,0,0,0,75.8358,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,122.218,137.098,110.132,130.975,2.00086,1828.27,
2242,11/26/16,12:44:21,,2885.52,2480.18,2858.19,2996.79,3207.84,4259.83,4676.02,4088.47,3501.61,4781.48,4892,5397.09,4501.17,5128.5,5374.59,5697.87,6072.95,5528.51,6662.76,5847.44,6123.83,5355.41,5163.8,5086.64,5098.69,4782.53,3644.02,4203.93,3943.48,3907.65,3783.74,3526.91,3254.12,3620.19,2488.68,2859.23,2665.44,2400.59,3136.41,2597.49,2354.66,2438.46,2009.08,2510.95,2079.39,2206.85,2062.95,2239.15,2183.79,1913.58,1976.64,1825.32,2494.65,2508.97,2223.26,2036.98,2426.06,2324.75,2098.85,2126.08,2267.47,1784.43,1986.76,1986.55,2134.01,1969.11,1716.49,1807.18,1376.27,1323.08,969.756,1009.77,1151.91,1113.31,813.013,997.088,697.571,677.93,488.012,579.952,341.724,311.116,273.965,166.091,259.215,228.098,186.001,146.256,85.5232,30.9892,125.79,32.1635,128.646,35.1858,0,22.9124,46.8909,0,35.9836,0,74.5004,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,53.655,88.1629,64.821,41.4178,2.09803,3779.73,
2243,11/26/16,12:46:51,,1898.64,2408.01,2806.73,2862.96,2389.34,2506.25,3353.52,3023.33,3022.28,3663.36,4345.06,4019.49,3684.62,3930.8,4141.29,4302.82,4003.34,4322.87,5088.93,4650.08,4316.01,4196.1,4620.58,4441.35,4139.96,3821.7,3728.72,3946.13,3709.61,3647.87,3609.23,3157.26,3993.11,3787.7,2996.05,3116.32,3430.21,3244.73,3315.93,2767.62,3258.6,2780.73,2757.57,2768.93,2617.19,2204.57,2458.16,1936.25,1906.44,2078.82,1690.54,1737.79,1750.38,1694.12,1520.66,1503.77,1250.55,1376.76,1263.78,1114.26,1392.2,963.786,1001.65,1122.11,907.89,1012.69,525.006,544.633,477.252,576.166,393.991,503.725,267.286,265.283,279.208,195.357,279.586,112.814,160.159,221.932,166.996,139.542,27.3965,36.7397,75.9991,57.7671,58.9699,0,30.5443,30.9892,31.4475,0,0,33.1684,0,34.5198,35.0913,0,0,0,0,0,0,0,39.3252,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,55.365,75.8511,60.5505,41.4178,1.89121,3063.77,
2244,11/26/16,12:49:21,,1886.89,2102.47,2220.48,2276.05,2244.39,2724.18,3273.3,3568.4,3231.58,3867.1,4241.09,4295.64,3572.5,3503.13,3167.93,3187.92,2851.49,2351.45,2370.05,2551.23,2419.84,2552.76,2913.18,2871.94,3135.85,3474.36,3407.47,3730.02,3330.44,3669.25,4406.12,3898.22,3580.7,3427.53,3705.24,3645.06,3968.94,3419.76,3120.79,3531.08,3285.09,3243.88,3182.24,3339.88,3001.82,3780.95,3293.5,3201.02,3268.82,3066.24,2655.99,2706.55,2671.97,2443.55,2560.06,2318.19,2562.48,2409.18,2772.29,2516.37,2303.74,2351.23,2154.66,1915.7,2085.99,1687.83,1768.86,1525.67,1253.44,1444.42,1265.38,959.914,1018.98,545.516,644.307,607.589,550.983,495.169,414.481,258.132,349.454,345.147,162.341,204.356,47.6926,115.534,68.0608,50.5789,30.5443,30.9892,0,0,32.6581,0,4.37103,64.5974,0,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,72.3956,96.5166,74.2873,63.7804,2.05377,3323.97,
2245,11/26/16,12:51:51,,1302.47,1540.6,1589.14,1276.76,1989.45,1812.82,2017.13,2373.36,2760.96,2488.08,3127.56,3472.39,2521.14,2688.93,2899.61,3065.2,2062.08,2401.98,2296.31,2450.41,2008.76,1315.06,1652.1,1402.03,1409.12,1398.97,1448.18,1404.95,1206.41,1559.65,1162.55,1317.95,1445.99,1290.82,1384.14,1650.53,1162.67,1349.32,1064.21,1542.82,1392.63,1486.39,1310.24,1337.2,1275.15,1664,1146.64,1373.15,1437.68,1395.81,1553.52,1589.56,1663.39,1584.92,1885.42,1210.93,1682.25,1273.77,1525.16,1451.77,1502.63,1630.36,1407.01,908.457,1401.07,1735.94,1520.7,1022.53,1138.47,1163.07,1200.87,929.172,792.633,796.434,1096.55,1042.08,569.545,777.121,419.545,460.603,573.795,495.106,59.4062,217.746,113.226,183.837,18.73,89.6962,92.903,29.7007,49.7148,13.4803,32.6581,0,0,0,35.0913,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,67.5223,105.952,74.9698,32.1968,2.28155,1985.5,
2246,11/26/16,12:54:21,,187.05,407.459,212.31,418.223,629.821,528.462,266.815,586.115,661.722,481.446,635.789,970.305,611.483,741.796,935.378,756.66,943.344,911.968,1149.71,1052.28,1185.31,913.975,1132.37,1291.13,1131.84,845.98,1285.4,950.308,821.059,970.753,911.597,816.569,763.746,1230.1,1069.34,1143.82,980.138,1174.4,1342.37,1131.43,1191.09,785.347,1258.72,1346.24,1172.35,1060.13,1088.97,1045.11,1196.41,1110.07,1135.47,1004.39,1192.07,891.668,972.622,1088.43,1131.67,930.918,1245.48,1080.54,1134.3,873.749,634.356,851.009,1160.69,975.128,963.105,1197.24,962.7,813.523,1102.52,691.656,979.327,805.376,479.156,398.606,686.223,558.311,539.936,527.076,351.904,193.298,186.907,226.928,227.997,86.6506,58.9699,0,31.8143,29.7007,0,0,32.6581,33.1684,67.9337,0,70.1826,0,0,0,0,0,0,38.9643,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,98.9613,130.249,98.38,101.815,2.1426,1157.48,
2247,11/26/16,12:56:51,,233.812,452.733,219.154,242.556,462.233,319.148,489.04,458.924,807.638,540.53,509.305,792.826,1174.42,871.327,1304.3,1914.51,2524.3,1891.96,2976.03,2108.09,1939.8,1939.46,2146.25,1684.88,2022.16,1607.71,1345.6,1471.89,1351.65,1158.67,1539.19,1043.46,1289.04,1408.64,997.145,1287.37,1237.26,1024.25,1407.48,1468.67,1345.07,1018.64,1059.48,1229.53,1070.19,1470.79,1359.5,1196.17,1246.95,1196.04,979.424,1331.67,912.814,1009.2,1267.57,1179.43,1085.69,974.163,979.134,873.779,1136.87,1005.51,1048.58,1032.2,554.786,994.309,963.173,998.02,950.628,1073.02,708.485,726.025,624.536,578.638,522.607,299.241,338.093,332.377,301.358,378.277,118.998,107.511,109.586,83.8083,28.3065,28.8835,29.4849,35.8794,54.9789,61.9784,31.4475,32.1635,32.6581,0,33.9668,0,0,0,0,0,0,0,0,0,0,39.693,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,76.4613,108.671,83.2948,41.4178,2.04596,1372.57,
2248,11/26/16,12:59:21,,280.575,226.366,175.323,169.067,124.84,357.388,372.628,683.568,515.806,340.36,479.855,584.922,738.069,588.369,990.147,858.443,759.564,688.037,844.727,618.384,791.184,923.859,766.724,1094.39,1032.55,1330.05,1186.07,1037.76,878.023,748.715,1187.06,1199.97,856.018,1156.08,1086.93,925.54,858.882,1109.6,1302.97,1417.51,1000.86,1480.81,1171.46,1357.36,1149.3,1195.21,1183.75,1133.96,1085.12,1191.67,1187.76,1118.35,975.632,874.666,1232.78,1061.53,1280.79,1004.77,855.262,1046.55,778.792,633.764,717.445,733.718,580.343,558.154,588.363,413.072,599.53,329.609,431.835,321.707,331.581,217.796,303.216,122.098,105.667,163.086,138.711,61.3708,118.998,53.7553,60.4251,78.0654,113.226,86.6506,29.4849,5.98063,85.5232,0,0,41.2295,23.4527,0,0,0,0,0,0,15.988,20.9808,0,0,0,0,0,40.4531,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,90.1206,111.119,88.982,94.7464,1.9462,980.906,
2249,11/26/16,13:01:51,,348.822,169.934,318.465,473.877,560.158,1138.37,1247.51,1521.3,1341.02,1285.56,1686.55,1615.03,1275.85,1406.87,1187.69,1008.05,958.975,1229.02,1139.6,1135.28,1482.02,1557.12,1334.06,1578.86,1700.06,1751.09,1907.71,1962.62,2608.75,2582.15,2759.41,3124.05,2870.13,2970.73,3251.58,2905.51,3055.45,3100.63,2971.32,3075.65,3511,3043.38,3037.95,2794.39,2999.82,2775.32,2951.96,2458.12,2213.67,2171.53,2003.2,1988.66,1585.22,1374.81,1366.27,1353.28,1512.96,1218.47,1495.69,1054.85,954.7,1004.04,807.061,1071.29,988.828,929.363,749.029,849.123,773.364,562.859,439.525,816.165,436.263,392.795,417.681,265.243,304.431,238.496,83.3937,209.347,126.729,166.42,109.586,27.9361,198.145,78.8382,66.9449,0,30.5443,0,62.895,32.1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,82.8836,100.282,82.5048,91.3982,1.85994,1964.07,
2250,11/26/16,13:04:21,,268.829,192.465,394.477,327.089,215.956,638.297,411.432,127.191,404.957,641.883,1281.36,1389.15,1270.82,2014.04,2900.99,2582.96,2762.35,3627.28,3676.73,3344.41,3827.09,3794.18,3510.33,3566.28,3313.83,4018.4,3239.07,3936.06,3772.95,3810.35,3963.44,4108.57,3574.03,3605.12,3534.85,3339.47,3342.26,3299.88,3810.78,3242.83,2802.68,3256.47,2959.54,2914.61,2970.76,3015.76,2836.66,2942.88,2828.14,2730.9,2456.13,2677.74,2631.98,2792.74,2629.54,2521.03,2201.5,2517.85,2473.28,2290.12,1973.92,2260.34,1663.37,1652.96,1504.47,1484.85,1135.94,1054.37,1586.6,1242.1,799.373,1206.77,690.999,780.752,837.021,611.637,412.921,444.743,391.38,260.575,233.809,408.319,109.586,157.288,123.692,57.7671,58.9699,5.98063,54.9789,30.9892,0,96.4905,30.6716,2.01747,33.9668,0,0,22.1659,13.6306,36.6058,0,0,0,0,0,0,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,79.552,104.659,84.9908,66.1169,1.87795,2796.95,
2251,11/26/16,13:06:52,,187.05,366.342,671.931,847.68,886.824,1219.81,1169.9,1227.01,1777.36,1833.98,2488.06,1521.48,1712.01,1649.67,1867.61,1805.97,2230.21,2037.3,1735.05,1618.27,1961.55,2052.15,2256.75,2589.57,2539.19,2470.21,2558.82,2849.96,2711.87,2504.02,2285.14,2087.24,1887.61,1970.96,1613.75,1650.62,1394.45,1685.1,1612.63,1479.71,1263.74,1508.86,1180.08,1144.44,1339.24,1308.58,978.324,1389.27,1278.08,970.116,1222.66,1053.82,1190.94,1023.98,948.586,1009.12,1156.28,843.231,1100.29,1013.32,1256.55,803.735,947.063,1085.85,746.64,671.2,708.698,726.994,503.333,494.048,572.184,298.728,457.727,312.037,465.698,338.502,248.456,119.171,160.159,13.4719,118.998,26.8777,109.586,0,0,57.7671,29.4849,59.7975,31.8143,60.6899,0,32.1635,32.6581,33.1684,33.9668,34.5198,0,0,0,0,0,0,0,0,0,39.693,0,120,30,FALSE,1,None,1.7,0.3,0.3,0.3,10.6283,9735,21.2875,1000,1,,Normal Scan,2.93,12.4094,1000,62.1557,90.0799,70.1723,57.2549,1.96622,1649.52,
